file_name,feature_x_1,feature_x_2,feature_x_3,feature_x_4,feature_x_5,feature_y_1,feature_y_2,feature_y_3,feature_y_4,feature_y_5,is_gan
001786.png,128,77,,,,89,90,,,,Yes
001787.png,127,,,,,87,,,,,Yes
001788.png,127,75,123,,,91,89,78,,,Yes
00179.png,76,126,,,,88,88,,,,No
001790.png,79,128,79,118,,89,88,136,137,,Yes
001797.png,125,81,77,,,88,140,89,,,Yes
00180.png,90,127,97,74,,123,88,79,85,,No
001806.png,127,75,187,81,,89,89,73,138,,Yes
001809.png,81,,,,,138,,,,,Yes
00181.png,127,77,,,,89,88,,,,No
001810.png,74,96,,,,89,147,,,,Yes
001812.png,131,86,75,,,89,88,88,,,Yes
001817.png,127,96,78,,,89,153,86,,,Yes
00182.png,131,74,94,,,88,89,137,,,No
00183.png,125,81,121,,,90,140,89,,,No
001830.png,126,75,,,,89,89,,,,Yes
001832.png,87,127,75,115,,126,89,89,141,,Yes
001834.png,127,76,,,,87,88,,,,Yes
001836.png,78,,,,,88,,,,,Yes
001837.png,78,125,116,76,,140,88,141,90,,Yes
00184.png,123,78,104,,,90,85,121,,,No
001841.png,76,125,,,,88,89,,,,Yes
001842.png,75,,,,,87,,,,,Yes
001845.png,125,76,,,,89,88,,,,Yes
001847.png,78,126,86,102,115,89,87,138,141,138,Yes
001851.png,126,,,,,88,,,,,Yes
001857.png,97,124,75,,,143,83,141,,,Yes
001859.png,127,76,89,,,90,90,139,,,Yes
00186.png,77,129,101,101,,86,88,144,115,,No
001862.png,128,,,,,90,,,,,Yes
001867.png,75,127,,,,89,88,,,,Yes
001869.png,124,72,,,,91,92,,,,Yes
00187.png,80,,,,,88,,,,,No
001874.png,127,76,,,,89,90,,,,Yes
001876.png,102,77,127,,,14,89,88,,,Yes
001877.png,76,124,,,,88,91,,,,Yes
00188.png,76,126,,,,92,89,,,,No
00189.png,126,83,,,,89,90,,,,No
001892.png,129,98,77,,,92,129,90,,,Yes
001894.png,127,76,84,116,,89,86,139,140,,Yes
00190.png,76,112,,,,89,84,,,,No
001901.png,34,125,79,76,84,46,90,138,92,133,Yes
001903.png,77,128,80,,,89,90,142,,,Yes
001904.png,133,75,84,,,86,90,148,,,Yes
001909.png,125,78,114,,,88,91,137,,,Yes
00191.png,128,68,127,,,80,94,94,,,No
001916.png,127,81,,,,87,141,,,,Yes
00192.png,124,86,,,,88,88,,,,No
001921.png,76,125,,,,90,82,,,,Yes
001923.png,76,127,,,,90,89,,,,Yes
001929.png,126,,,,,90,,,,,Yes
00193.png,75,102,,,,84,142,,,,No
001930.png,126,84,,,,89,71,,,,Yes
00194.png,128,75,116,97,,90,90,145,139,,No
001947.png,127,76,,,,88,90,,,,Yes
00195.png,81,,,,,76,,,,,No
001952.png,76,126,113,74,128,90,88,140,80,80,Yes
001958.png,129,78,,,,89,92,,,,Yes
00196.png,76,128,18,24,,88,90,183,99,,No
001966.png,179,133,74,,,96,87,92,,,Yes
001968.png,126,76,115,,,90,88,140,,,Yes
00197.png,76,127,81,,,90,90,141,,,No
001970.png,127,76,,,,90,89,,,,Yes
001972.png,75,126,101,,,91,88,131,,,Yes
001974.png,126,75,,,,90,89,,,,Yes
00198.png,108,76,125,,,119,90,87,,,No
001983.png,125,79,100,,,88,92,136,,,Yes
001986.png,74,125,110,81,103,89,90,142,138,127,Yes
00199.png,120,,,,,88,,,,,No
001991.png,74,124,,,,86,90,,,,Yes
001994.png,127,77,,,,90,88,,,,Yes
001995.png,77,126,,,,92,88,,,,Yes
001999.png,127,79,,,,90,87,,,,Yes
00200.png,126,77,117,,,87,89,144,,,No
002001.png,106,80,129,,,145,88,86,,,Yes
002006.png,179,127,81,87,79,55,88,90,147,84,Yes
002007.png,128,78,67,111,,87,89,89,25,,Yes
00201.png,79,126,104,,,88,88,141,,,No
002010.png,75,127,114,,,89,90,143,,,Yes
002018.png,80,125,103,,,93,88,143,,,Yes
00202.png,128,81,77,,,91,134,91,,,No
002020.png,126,78,,,,88,89,,,,Yes
002021.png,121,,,,,87,,,,,Yes
002022.png,122,83,97,,,89,87,142,,,Yes
002023.png,77,,,,,88,,,,,Yes
002025.png,127,76,87,,,90,89,133,,,Yes
002028.png,76,126,,,,90,87,,,,Yes
00203.png,125,,,,,92,,,,,No
002032.png,76,126,,,,90,87,,,,Yes
002033.png,126,77,96,,,87,88,155,,,Yes
002034.png,81,98,,,,81,167,,,,Yes
002036.png,125,75,84,,,89,89,137,,,Yes
002037.png,78,126,,,,89,87,,,,Yes
002039.png,77,127,99,107,,88,89,153,139,,Yes
00204.png,126,76,64,,,89,90,91,,,No
002046.png,127,75,,,,89,89,,,,Yes
002050.png,75,125,84,113,,89,89,141,140,,Yes
002056.png,81,127,74,116,,139,89,89,141,,Yes
00206.png,76,124,111,87,81,90,88,134,133,23,No
002060.png,124,,,,,89,,,,,Yes
002065.png,80,128,75,,,138,89,89,,,Yes
002069.png,126,77,96,,,88,85,145,,,Yes
00207.png,127,77,81,,,89,90,138,,,No
002073.png,128,75,,,,91,90,,,,Yes
002075.png,127,76,,,,88,87,,,,Yes
002076.png,124,,,,,89,,,,,Yes
00208.png,74,,,,,87,,,,,No
002082.png,93,79,126,,,116,88,87,,,Yes
002087.png,126,75,77,,,88,89,141,,,Yes
00209.png,129,76,114,,,88,89,135,,,No
002090.png,74,127,85,114,,89,88,134,135,,Yes
002096.png,71,126,,,,89,90,,,,Yes
00210.png,104,77,127,,,146,91,88,,,No
002100.png,79,147,,,,95,81,,,,Yes
002102.png,127,76,112,,,89,89,144,,,Yes
002106.png,127,75,142,97,,89,89,166,135,,Yes
002107.png,127,76,82,,,89,89,138,,,Yes
00211.png,126,76,99,,,88,92,131,,,No
002113.png,121,,,,,87,,,,,Yes
002114.png,128,115,80,,,87,145,144,,,Yes
002116.png,75,89,127,113,,88,126,88,141,,Yes
002117.png,76,127,78,,,88,88,139,,,Yes
002119.png,126,75,94,,,89,88,147,,,Yes
00212.png,125,73,,,,88,89,,,,No
002123.png,127,80,,,,89,139,,,,Yes
002125.png,80,119,,,,87,91,,,,Yes
00213.png,74,125,72,,,91,87,85,,,No
002130.png,125,78,,,,88,89,,,,Yes
002134.png,117,128,83,74,,140,89,139,87,,Yes
002137.png,76,106,128,,,87,149,89,,,Yes
002138.png,76,127,82,,,90,89,136,,,Yes
00214.png,125,77,110,,,89,88,144,,,No
002140.png,128,,,,,89,,,,,Yes
00215.png,75,125,97,88,174,87,90,120,139,56,No
002157.png,125,82,76,117,94,89,134,89,132,39,Yes
002159.png,77,126,,,,89,88,,,,Yes
00216.png,104,113,125,110,73,116,154,91,115,83,No
002160.png,117,,,,,88,,,,,Yes
002165.png,126,78,112,163,,89,88,139,163,,Yes
00217.png,188,124,126,76,,63,90,72,89,,No
002170.png,133,81,125,,,91,92,91,,,Yes
002173.png,125,79,95,115,,89,92,156,75,,Yes
002174.png,126,75,,,,88,87,,,,Yes
00218.png,127,76,,,,90,89,,,,No
002188.png,75,125,,,,90,89,,,,Yes
00219.png,127,,,,,87,,,,,No
002192.png,72,,,,,87,,,,,Yes
00220.png,126,,,,,89,,,,,No
002202.png,75,,,,,92,,,,,Yes
002206.png,127,77,114,,,89,91,129,,,Yes
002208.png,76,125,,,,91,92,,,,Yes
00221.png,128,76,,,,89,89,,,,No
002210.png,77,126,,,,88,89,,,,Yes
002211.png,77,127,,,,88,88,,,,Yes
002214.png,127,80,27,,,90,89,11,,,Yes
002219.png,78,81,,,,139,93,,,,Yes
00222.png,125,78,102,,,88,87,139,,,No
002220.png,127,81,77,,,91,138,89,,,Yes
002222.png,126,80,73,,,91,88,82,,,Yes
00223.png,56,79,124,,,28,138,90,,,No
002236.png,126,77,84,72,,88,89,23,29,,Yes
00224.png,126,76,,,,89,87,,,,No
002240.png,76,125,,,,90,89,,,,Yes
002242.png,134,75,126,,,14,88,89,,,Yes
002246.png,131,122,,,,89,90,,,,Yes
00225.png,128,78,,,,85,89,,,,No
00226.png,91,128,77,21,,124,86,89,85,,No
002261.png,126,76,100,86,,89,90,135,66,,Yes
002262.png,126,75,,,,90,89,,,,Yes
002264.png,126,75,75,,,88,92,83,,,Yes
002265.png,75,126,83,118,,90,88,136,136,,Yes
002267.png,22,128,75,115,,44,88,90,138,,Yes
00227.png,126,74,,,,89,89,,,,No
002270.png,127,80,79,,,88,144,89,,,Yes
002271.png,126,74,,,,89,90,,,,Yes
002272.png,110,,,,,88,,,,,Yes
002279.png,127,76,,,,87,87,,,,Yes
00228.png,84,126,,,,91,92,,,,No
002285.png,127,76,95,,,89,89,141,,,Yes
00229.png,127,73,83,,,91,92,92,,,No
002299.png,125,78,,,,86,89,,,,Yes
00230.png,126,76,,,,88,88,,,,No
002308.png,76,128,109,95,,89,90,144,143,,Yes
00231.png,129,,,,,88,,,,,No
002311.png,78,124,,,,87,89,,,,Yes
002313.png,126,75,,,,89,88,,,,Yes
002318.png,126,99,75,97,,90,126,88,151,,Yes
00232.png,124,,,,,88,,,,,No
002321.png,125,,,,,92,,,,,Yes
00233.png,76,128,31,,,89,88,79,,,No
002330.png,127,84,,,,88,90,,,,Yes
002333.png,74,126,111,,,88,88,139,,,Yes
002339.png,120,87,74,,,89,148,86,,,Yes
00234.png,125,,,,,89,,,,,No
002346.png,129,76,,,,89,89,,,,Yes
00235.png,121,81,,,,88,90,,,,No
002351.png,128,78,104,,,87,88,143,,,Yes
002359.png,127,76,85,89,68,86,90,82,143,173,Yes
00236.png,78,126,,,,88,87,,,,No
002363.png,123,13,78,108,,87,119,89,144,,Yes
00237.png,77,129,,,,91,86,,,,No
002374.png,76,122,102,,,91,86,142,,,Yes
002379.png,127,76,125,,,91,89,74,,,Yes
00238.png,81,76,126,110,123,138,90,88,136,70,No
002384.png,127,75,,,,91,87,,,,Yes
00239.png,87,,,,,120,,,,,No
002390.png,128,,,,,90,,,,,Yes
00240.png,126,77,80,82,,89,90,144,82,,No
002401.png,76,125,,,,90,87,,,,Yes
002409.png,126,75,,,,87,89,,,,Yes
00241.png,11,126,,,,171,90,,,,No
002414.png,82,75,120,127,,138,90,138,88,,Yes
002418.png,95,136,,,,156,87,,,,Yes
002419.png,125,76,116,111,,86,90,80,139,,Yes
00242.png,78,128,114,,,91,90,142,,,No
002420.png,72,126,,,,90,90,,,,Yes
002422.png,126,78,106,,,89,89,139,,,Yes
002427.png,125,95,75,,,87,131,86,,,Yes
00243.png,126,77,83,,,87,89,69,,,No
002431.png,127,76,,,,90,90,,,,Yes
00244.png,100,122,78,94,,123,89,85,144,,No
002440.png,127,98,74,,,87,126,87,,,Yes
002441.png,124,87,,,,91,81,,,,Yes
00245.png,125,76,,,,86,88,,,,No
002451.png,126,80,119,,,88,88,80,,,Yes
002456.png,127,93,74,,,88,138,90,,,Yes
002457.png,121,78,,,,88,91,,,,Yes
002458.png,73,127,,,,88,88,,,,Yes
00246.png,126,113,75,,,88,136,88,,,No
002460.png,126,74,,,,88,90,,,,Yes
002462.png,126,179,72,,,89,130,87,,,Yes
00247.png,77,127,,,,90,89,,,,No
002473.png,123,77,106,,,87,88,146,,,Yes
002476.png,78,128,79,,,90,84,141,,,Yes
002477.png,14,127,76,,,73,90,92,,,Yes
002478.png,127,75,97,,,90,90,138,,,Yes
00248.png,167,79,128,80,78,71,91,91,138,71,No
002480.png,120,80,108,,,86,88,144,,,Yes
002488.png,127,76,93,98,,88,89,113,132,,Yes
00249.png,127,79,83,118,,89,91,136,137,,No
002490.png,126,76,,,,90,90,,,,Yes
002491.png,125,79,,,,86,87,,,,Yes
002494.png,130,75,,,,90,89,,,,Yes
00250.png,118,,,,,136,,,,,No
002504.png,127,76,102,,,90,90,23,,,Yes
002507.png,78,127,,,,88,89,,,,Yes
002508.png,76,124,126,75,,71,72,89,89,,Yes
002509.png,121,98,,,,85,141,,,,Yes
00251.png,80,128,82,119,76,91,89,139,141,81,No
002510.png,127,76,78,,,88,89,71,,,Yes
002513.png,126,79,,,,88,88,,,,Yes
00252.png,76,128,86,,,90,88,71,,,No
002522.png,130,,,,,90,,,,,Yes
002528.png,127,81,,,,88,89,,,,Yes
002529.png,126,100,,,,83,136,,,,Yes
00253.png,77,130,,,,90,86,,,,No
002530.png,124,74,,,,90,87,,,,Yes
002531.png,127,76,76,,,88,143,91,,,Yes
002536.png,76,125,100,,,88,88,142,,,Yes
00254.png,127,74,,,,90,86,,,,No
002543.png,126,76,,,,90,89,,,,Yes
002544.png,128,77,75,,,89,140,89,,,Yes
00255.png,123,80,109,86,,90,90,139,70,,No
002553.png,126,93,80,73,,89,126,142,86,,Yes
002554.png,77,,,,,89,,,,,Yes
00256.png,126,76,126,108,,90,90,74,138,,No
002564.png,77,125,100,118,73,89,89,154,77,75,Yes
002566.png,135,126,75,,,73,88,88,,,Yes
002568.png,76,126,109,84,,88,87,142,72,,Yes
00257.png,126,102,,,,88,116,,,,No
002576.png,124,96,116,75,,89,142,138,89,,Yes
00258.png,75,125,96,,,90,89,124,,,No
002580.png,129,84,74,,,88,142,88,,,Yes
002581.png,126,75,,,,89,89,,,,Yes
002588.png,127,74,,,,90,90,,,,Yes
00259.png,126,76,,,,89,91,,,,No
002592.png,76,125,100,,,89,89,127,,,Yes
002595.png,81,126,89,,,88,86,146,,,Yes
002598.png,75,126,,,,91,91,,,,Yes
002599.png,125,,,,,90,,,,,Yes
00260.png,126,74,76,,,87,87,69,,,No
002600.png,109,97,109,,,144,120,140,,,Yes
002602.png,76,98,125,,,89,118,91,,,Yes
002604.png,120,100,,,,87,143,,,,Yes
002607.png,128,78,78,,,88,88,143,,,Yes
002608.png,118,127,75,,,134,89,88,,,Yes
00261.png,86,73,104,125,,144,88,117,85,,No
002612.png,88,76,83,127,,129,90,145,89,,Yes
00262.png,127,74,,,,88,89,,,,No
002620.png,74,94,94,98,,90,125,151,25,,Yes
002622.png,124,75,,,,89,88,,,,Yes
002625.png,79,124,89,102,88,90,86,34,34,78,Yes
002629.png,125,73,,,,90,90,,,,Yes
00263.png,77,127,,,,90,89,,,,No
002632.png,122,80,107,68,,89,89,142,24,,Yes
002633.png,104,105,,,,177,143,,,,Yes
002635.png,127,74,,,,89,89,,,,Yes
002637.png,84,,,,,89,,,,,Yes
00264.png,125,,,,,91,,,,,No
002647.png,126,,,,,87,,,,,Yes
002648.png,79,125,102,,,89,90,136,,,Yes
00265.png,126,76,,,,90,88,,,,No
002652.png,125,92,76,,,87,123,89,,,Yes
002653.png,126,81,76,121,87,88,138,88,139,67,Yes
002656.png,124,73,,,,88,88,,,,Yes
002658.png,126,106,113,,,87,143,73,,,Yes
002659.png,126,76,88,86,,87,88,144,66,,Yes
00266.png,127,77,82,,,89,89,136,,,No
00267.png,78,126,83,115,,88,90,143,146,,No
002671.png,125,74,,,,89,89,,,,Yes
002678.png,126,76,110,,,87,89,138,,,Yes
00268.png,84,,,,,89,,,,,No
002687.png,76,126,101,98,,91,88,131,167,,Yes
002688.png,127,78,,,,88,88,,,,Yes
002689.png,75,125,,,,89,89,,,,Yes
00269.png,79,126,79,,,90,87,73,,,No
002690.png,76,127,,,,140,90,,,,Yes
002697.png,75,125,,,,93,91,,,,Yes
002698.png,127,76,114,89,,90,90,139,77,,Yes
002699.png,98,121,,,,126,88,,,,Yes
00270.png,127,75,88,,,91,88,71,,,No
002701.png,126,,,,,89,,,,,Yes
002703.png,75,103,124,107,,90,152,92,135,,Yes
00271.png,75,85,126,83,113,89,120,88,140,136,No
002710.png,127,77,118,84,,89,91,140,138,,Yes
00272.png,75,130,,,,88,87,,,,No
002720.png,125,79,98,,,84,93,137,,,Yes
002726.png,127,76,,,,87,88,,,,Yes
00273.png,137,,,,,17,,,,,No
002735.png,125,75,,,,89,89,,,,Yes
002737.png,75,,,,,89,,,,,Yes
00274.png,125,,,,,89,,,,,No
002747.png,125,106,78,126,,87,159,89,76,,Yes
00275.png,76,127,,,,90,88,,,,No
002750.png,127,78,83,,,90,88,142,,,Yes
002753.png,79,124,111,,,90,89,140,,,Yes
002758.png,130,118,,,,90,82,,,,Yes
00276.png,98,127,76,,,119,89,91,,,No
002761.png,76,127,,,,89,86,,,,Yes
002764.png,125,77,,,,89,86,,,,Yes
002765.png,125,,,,,91,,,,,Yes
00277.png,130,77,,,,88,89,,,,No
002771.png,125,107,,,,88,143,,,,Yes
002775.png,124,102,166,74,99,88,19,113,84,142,Yes
00278.png,126,80,85,,,89,88,145,,,No
002781.png,127,73,,,,90,90,,,,Yes
002784.png,125,73,100,,,87,88,139,,,Yes
002786.png,129,77,,,,88,90,,,,Yes
002788.png,128,88,,,,90,140,,,,Yes
00279.png,127,37,75,98,105,87,159,88,156,142,No
002790.png,76,126,,,,89,87,,,,Yes
002792.png,74,126,,,,87,87,,,,Yes
002795.png,128,114,125,,,147,82,88,,,Yes
00280.png,76,129,109,,,88,90,169,,,No
002805.png,76,126,101,,,88,89,133,,,Yes
002807.png,75,127,105,,,90,90,138,,,Yes
002809.png,126,76,,,,87,89,,,,Yes
00281.png,127,75,,,,89,89,,,,No
002819.png,127,79,117,69,120,89,139,140,81,82,Yes
00282.png,130,,,,,85,,,,,No
002821.png,77,127,90,,,90,87,135,,,Yes
002822.png,123,,,,,87,,,,,Yes
002828.png,129,117,74,,,89,135,91,,,Yes
00283.png,86,127,77,106,117,139,88,91,125,137,No
002832.png,76,126,84,,,87,91,67,,,Yes
00284.png,74,127,,,,89,90,,,,No
00285.png,77,126,97,98,101,89,88,119,151,139,No
002853.png,93,,,,,152,,,,,Yes
002858.png,125,72,,,,90,92,,,,Yes
00286.png,127,85,76,97,,89,139,89,172,,No
002860.png,125,,,,,86,,,,,Yes
002864.png,76,126,67,,,89,86,88,,,Yes
002865.png,128,81,74,,,88,142,89,,,Yes
002869.png,125,100,,,,89,115,,,,Yes
00287.png,102,128,80,,,123,88,91,,,No
002873.png,79,134,120,100,69,90,14,85,140,39,Yes
00288.png,123,,,,,90,,,,,No
002886.png,75,127,107,175,,89,90,137,178,,Yes
00289.png,124,76,138,,,87,89,80,,,No
002893.png,127,79,115,,,89,89,80,,,Yes
002895.png,128,76,,,,89,88,,,,Yes
002896.png,126,81,75,,,87,143,79,,,Yes
00290.png,126,79,,,,90,88,,,,No
002901.png,128,99,84,,,90,125,89,,,Yes
002903.png,78,127,107,,,90,88,142,,,Yes
002904.png,99,105,127,,,121,141,88,,,Yes
002908.png,128,82,112,,,88,89,138,,,Yes
00291.png,126,76,,,,88,91,,,,No
002915.png,128,,,,,89,,,,,Yes
002917.png,79,,,,,88,,,,,Yes
002921.png,128,,,,,92,,,,,Yes
002926.png,128,,,,,89,,,,,Yes
002928.png,128,84,75,81,,88,146,90,137,,Yes
00293.png,128,82,78,,,90,90,144,,,No
002930.png,127,78,112,,,87,90,144,,,Yes
002937.png,76,126,,,,87,86,,,,Yes
002938.png,126,75,,,,89,89,,,,Yes
00294.png,113,128,82,,,140,87,91,,,No
002941.png,128,77,120,83,,89,89,135,135,,Yes
002945.png,127,74,,,,89,92,,,,Yes
00295.png,127,90,76,66,,89,124,91,92,,No
002950.png,127,98,,,,89,128,,,,Yes
00296.png,126,77,,,,88,87,,,,No
002967.png,126,74,,,,89,89,,,,Yes
00297.png,128,74,,,,88,88,,,,No
002971.png,80,98,118,66,,92,126,88,86,,Yes
002972.png,128,,,,,89,,,,,Yes
002973.png,86,76,127,,,121,92,90,,,Yes
002976.png,122,108,,,,86,146,,,,Yes
002977.png,127,77,,,,93,91,,,,Yes
00298.png,75,123,129,,,89,144,89,,,No
00299.png,85,75,,,,139,88,,,,No
002995.png,126,77,85,86,,88,90,25,139,,Yes
00300.png,74,126,80,,,89,88,139,,,No
003003.png,118,105,,,,90,142,,,,Yes
00301.png,75,128,,,,91,91,,,,No
003017.png,77,125,81,,,89,89,73,,,Yes
003018.png,126,74,,,,88,89,,,,Yes
00302.png,125,75,121,,,90,88,77,,,No
003020.png,127,78,,,,88,88,,,,Yes
003022.png,123,77,,,,89,87,,,,Yes
00303.png,126,,,,,93,,,,,No
003032.png,125,77,,,,87,87,,,,Yes
003034.png,87,127,77,42,,128,87,87,174,,Yes
003036.png,127,77,94,,,89,91,137,,,Yes
003038.png,125,75,,,,89,88,,,,Yes
00304.png,130,75,97,39,66,90,84,140,30,78,No
003040.png,127,113,91,69,,89,142,142,83,,Yes
003047.png,127,77,81,,,90,91,136,,,Yes
00305.png,104,73,128,124,,129,92,71,90,,No
003050.png,127,77,,,,90,92,,,,Yes
003058.png,128,77,,,,89,86,,,,Yes
00306.png,81,125,74,118,,142,90,89,141,,No
003062.png,125,77,77,,,89,90,79,,,Yes
003069.png,82,76,128,,,140,89,89,,,Yes
00307.png,97,127,188,73,,130,86,81,87,,No
003073.png,78,,,,,78,,,,,Yes
003078.png,80,84,123,,,93,138,86,,,Yes
00308.png,80,123,102,,,91,88,143,,,No
003081.png,76,126,105,,,89,87,142,,,Yes
00309.png,78,126,83,104,,89,89,137,142,,No
003095.png,78,120,,,,134,134,,,,Yes
003097.png,125,75,,,,89,90,,,,Yes
003098.png,75,126,107,,,89,88,142,,,Yes
00310.png,124,73,,,,89,90,,,,No
003101.png,127,75,,,,89,89,,,,Yes
003108.png,76,128,,,,88,87,,,,Yes
00311.png,126,76,,,,89,89,,,,No
003118.png,126,75,97,,,89,89,151,,,Yes
00312.png,126,75,,,,91,90,,,,No
003129.png,126,182,74,89,86,90,123,89,141,89,Yes
00313.png,79,124,,,,90,87,,,,No
003131.png,93,126,76,,,121,88,88,,,Yes
003137.png,75,126,102,,,90,89,133,,,Yes
003139.png,83,123,85,,,93,138,140,,,Yes
00314.png,127,135,72,85,117,90,173,86,135,136,No
003145.png,121,82,102,,,90,88,140,,,Yes
00315.png,95,126,75,110,,37,88,91,141,,No
003152.png,76,127,109,98,,90,89,180,132,,Yes
003154.png,124,97,,,,86,139,,,,Yes
003159.png,74,128,,,,90,91,,,,Yes
00316.png,78,126,121,87,97,89,88,147,124,154,No
003167.png,124,,,,,88,,,,,Yes
00317.png,125,73,,,,88,87,,,,No
003172.png,74,81,126,,,90,137,90,,,Yes
003175.png,126,75,135,,,89,89,89,,,Yes
003176.png,114,,,,,137,,,,,Yes
003177.png,124,81,79,,,90,91,82,,,Yes
003179.png,129,95,70,,,85,133,86,,,Yes
00318.png,127,75,105,,,89,88,136,,,No
003182.png,80,124,103,107,,86,90,154,138,,Yes
003188.png,127,100,,,,86,144,,,,Yes
00319.png,126,78,97,31,,87,88,137,79,,No
003192.png,100,124,,,,140,81,,,,Yes
003196.png,128,77,84,,,89,90,142,,,Yes
00320.png,77,123,95,106,,88,89,126,141,,No
003204.png,124,77,,,,88,92,,,,Yes
003206.png,77,127,,,,89,90,,,,Yes
003207.png,127,,,,,88,,,,,Yes
00321.png,77,103,105,127,,87,142,167,85,,No
003212.png,118,85,129,,,142,141,90,,,Yes
003215.png,81,129,53,106,,89,90,17,156,,Yes
003219.png,126,75,98,,,88,88,142,,,Yes
00322.png,76,126,,,,90,88,,,,No
003220.png,78,123,,,,87,88,,,,Yes
003221.png,75,125,81,,,90,91,137,,,Yes
003223.png,76,126,,,,91,91,,,,Yes
003224.png,127,,,,,84,,,,,Yes
003226.png,127,76,,,,89,88,,,,Yes
00323.png,78,130,,,,89,90,,,,No
00324.png,126,76,,,,91,90,,,,No
003240.png,126,87,72,,,89,138,88,,,Yes
003241.png,78,126,98,,,89,87,138,,,Yes
003243.png,124,76,,,,90,90,,,,Yes
003247.png,123,74,123,97,,183,91,85,134,,Yes
00325.png,128,76,,,,89,88,,,,No
003255.png,100,128,76,,,124,88,89,,,Yes
00326.png,120,99,83,,,89,119,85,,,No
003260.png,117,99,,,,88,142,,,,Yes
003264.png,80,90,122,104,,91,157,83,140,,Yes
003265.png,125,76,,,,88,90,,,,Yes
003268.png,74,126,76,,,90,89,139,,,Yes
00327.png,75,124,90,66,,89,90,144,86,,No
003270.png,124,168,76,85,,88,46,90,92,,Yes
003272.png,78,126,,,,91,89,,,,Yes
003278.png,79,,,,,88,,,,,Yes
00328.png,79,128,,,,90,88,,,,No
003283.png,76,127,,,,88,88,,,,Yes
003285.png,79,127,,,,90,87,,,,Yes
00329.png,77,128,118,108,85,90,89,140,38,135,No
003296.png,128,81,,,,88,89,,,,Yes
003298.png,129,76,,,,90,91,,,,Yes
003299.png,126,76,80,88,,87,88,142,144,,Yes
003300.png,128,76,83,,,90,89,138,,,Yes
00331.png,127,,,,,90,,,,,No
003311.png,126,77,100,,,89,89,132,,,Yes
003312.png,126,,,,,88,,,,,Yes
003319.png,77,,,,,90,,,,,Yes
00332.png,127,76,,,,89,90,,,,No
003324.png,89,77,125,88,,124,89,88,144,,Yes
003325.png,75,125,82,,,91,89,135,,,Yes
003326.png,75,124,,,,88,88,,,,Yes
003329.png,127,,,,,87,,,,,Yes
00333.png,122,106,78,,,92,140,78,,,No
003334.png,126,49,,,,92,54,,,,Yes
003336.png,131,86,,,,89,90,,,,Yes
00334.png,73,,,,,92,,,,,No
003343.png,76,128,,,,89,90,,,,Yes
00335.png,127,75,,,,90,90,,,,No
003352.png,126,77,82,,,89,88,67,,,Yes
00336.png,79,125,104,,,87,87,137,,,No
003360.png,78,81,127,123,,88,141,88,140,,Yes
003362.png,128,77,,,,88,89,,,,Yes
003363.png,127,98,,,,90,147,,,,Yes
00337.png,127,105,76,,,87,120,89,,,No
003370.png,74,126,110,,,91,89,137,,,Yes
00338.png,90,120,86,,,153,82,119,,,No
003385.png,127,81,118,75,,89,138,138,89,,Yes
003386.png,73,124,,,,88,90,,,,Yes
003387.png,127,78,,,,89,88,,,,Yes
003389.png,128,,,,,89,,,,,Yes
00339.png,115,,,,,88,,,,,No
00340.png,75,104,125,80,,89,123,89,137,,No
003401.png,77,126,,,,87,89,,,,Yes
003403.png,123,,,,,90,,,,,Yes
003408.png,126,77,,,,90,91,,,,Yes
003409.png,127,77,,,,88,89,,,,Yes
00341.png,128,75,,,,89,90,,,,No
003410.png,126,78,75,,,89,142,89,,,Yes
003415.png,78,126,,,,87,88,,,,Yes
00342.png,127,111,67,116,,88,138,84,84,,No
003421.png,124,104,,,,88,139,,,,Yes
003423.png,126,75,,,,88,89,,,,Yes
003424.png,125,79,,,,90,89,,,,Yes
003429.png,126,100,78,,,86,140,88,,,Yes
00343.png,129,94,79,,,87,124,88,,,No
003437.png,77,126,81,118,,90,89,137,137,,Yes
003438.png,121,78,111,84,,90,92,132,134,,Yes
00344.png,80,126,,,,88,87,,,,No
003441.png,128,74,,,,89,89,,,,Yes
003442.png,124,108,115,,,89,143,78,,,Yes
003444.png,128,76,,,,89,88,,,,Yes
003448.png,73,,,,,88,,,,,Yes
003449.png,126,114,119,,,91,139,87,,,Yes
00345.png,127,80,77,,,90,138,91,,,No
003450.png,128,76,,,,87,89,,,,Yes
003451.png,78,125,111,,,91,89,139,,,Yes
003455.png,124,76,,,,90,87,,,,Yes
003456.png,76,126,,,,90,89,,,,Yes
00346.png,126,75,,,,92,92,,,,No
003461.png,127,97,79,,,89,124,88,,,Yes
003465.png,126,76,,,,90,89,,,,Yes
003466.png,76,127,,,,87,87,,,,Yes
003469.png,121,,,,,88,,,,,Yes
00347.png,76,127,,,,87,88,,,,No
003479.png,127,77,,,,88,89,,,,Yes
00348.png,129,77,,,,91,88,,,,No
003488.png,127,74,119,,,89,89,78,,,Yes
003489.png,77,126,82,119,,89,88,142,142,,Yes
00349.png,126,76,,,,88,89,,,,No
003491.png,76,127,78,110,,89,89,137,137,,Yes
00350.png,128,99,,,,86,145,,,,No
003502.png,127,,,,,89,,,,,Yes
003504.png,126,76,,,,90,89,,,,Yes
003505.png,126,,,,,86,,,,,Yes
003508.png,80,78,125,,,136,87,89,,,Yes
00351.png,125,105,73,,,91,121,88,,,No
003510.png,129,78,67,76,121,91,92,79,83,84,Yes
